fecha,cantidad,productor_id,usuario_id
2020-01-15,6.97,4,1
2020-01-15,5.99,1,1
2020-01-15,7.31,1,1
2020-01-15,11.21,6,1
2020-01-15,18.78,3,1
2020-01-15,8.78,5,1
2020-01-15,13.93,2,1
2020-01-15,17.77,3,1
2020-01-16,3.24,3,1
2020-01-16,12.84,7,1
2020-01-16,7.58,3,1
2020-01-16,6.49,7,1
2020-01-16,14.77,4,1
2020-01-16,9.9,7,1
2020-01-16,3.43,4,1
2020-01-16,17.21,7,1
2020-01-16,11.79,4,1
2020-01-16,17.19,4,1
2020-01-16,6.91,1,1
2020-01-16,6.36,1,1
2020-01-16,7.82,4,1
2020-01-16,5.58,3,1
2020-01-16,10.35,6,1
2020-01-16,15.55,6,1
2020-01-16,8.99,1,1
2020-01-16,15.07,3,1
2020-01-16,18.08,6,1
2020-01-16,9.48,5,1
2020-01-16,8.74,7,1
2020-01-16,3.6,2,1
2020-01-16,0.92,3,1
2020-01-16,6.14,7,1
2020-01-16,15.45,3,1
2020-01-16,10.28,6,1
2020-01-16,14.66,3,1
2020-01-16,18.04,7,1
2020-01-16,12.91,6,1
2020-01-16,6.51,6,1
2020-01-16,13.37,7,1
2020-01-16,16.71,4,1
2020-01-16,9.01,1,1
2020-01-16,2.01,7,1
2020-01-16,3.33,6,1
2020-01-16,4.79,6,1
2020-01-16,1.09,1,1
2020-01-16,2.26,6,1
2020-01-16,9.4,1,1
2020-01-16,10.46,3,1
2020-01-16,12.51,5,1
2020-01-17,14.05,2,1
2020-01-17,2.04,5,1
2020-01-17,14.71,6,1
2020-01-17,9.36,7,1
2020-01-17,8.21,5,1
2020-01-17,4.39,7,1
2020-01-17,5.63,6,1
2020-01-17,15.83,2,1
2020-01-17,7.07,7,1
2020-01-17,16.04,6,1
2020-01-17,14.28,3,1
2020-01-17,7.48,2,1
2020-01-17,8.72,5,1
2020-01-17,11.81,7,1
2020-01-17,17.39,4,1
2020-01-17,7.0,2,1
2020-01-17,12.52,7,1
2020-01-17,10.24,6,1
2020-01-17,0.7,2,1
2020-01-17,13.94,3,1
2020-01-17,16.24,7,1
2020-01-17,9.62,7,1
2020-01-17,17.28,7,1
2020-01-17,5.61,7,1
2020-01-17,5.14,2,1
2020-01-17,7.91,6,1
2020-01-17,16.89,5,1
2020-01-17,15.77,6,1
2020-01-17,12.61,1,1
2020-01-17,13.54,3,1
2020-01-17,11.1,3,1
2020-01-17,9.39,4,1
2020-01-17,13.26,6,1
2020-01-17,4.91,3,1
2020-01-17,14.77,1,1
2020-01-17,18.38,7,1
2020-01-17,11.43,2,1
2020-01-17,6.26,2,1
2020-01-17,18.49,5,1
2020-01-17,7.43,3,1
2020-01-17,2.45,3,1
2020-01-17,12.53,6,1
2020-01-17,13.88,4,1
2020-01-17,1.41,5,1
2020-01-18,9.31,2,1
2020-01-18,9.03,4,1
2020-01-18,12.93,2,1
2020-01-18,6.27,1,1
2020-01-18,1.37,7,1
2020-01-18,15.34,7,1
2020-01-18,17.97,7,1
2020-01-18,18.33,7,1
2020-01-18,10.27,6,1
2020-01-18,15.6,2,1
2020-01-18,8.21,3,1
2020-01-18,2.89,7,1
2020-01-18,14.6,6,1
2020-01-18,10.42,7,1
2020-01-18,11.55,7,1
2020-01-18,19.94,6,1
2020-01-18,4.2,6,1
2020-01-18,9.01,5,1
2020-01-18,5.29,7,1
2020-01-18,12.27,5,1
2020-01-18,13.44,7,1
2020-01-18,5.69,1,1
2020-01-18,9.54,6,1
2020-01-18,3.99,2,1
2020-01-18,19.42,4,1
2020-01-18,18.34,2,1
2020-01-18,16.3,2,1
2020-01-18,6.88,5,1
2020-01-18,16.68,5,1
2020-01-18,9.57,2,1
2020-01-18,3.86,6,1
2020-01-18,16.82,3,1
2020-01-18,16.62,1,1
2020-01-18,4.62,7,1
2020-01-19,7.35,2,1
2020-01-19,16.86,5,1
2020-01-19,1.62,7,1
2020-01-19,14.43,6,1
2020-01-19,10.61,4,1
2020-01-19,8.81,4,1
2020-01-19,11.08,1,1
2020-01-19,14.07,5,1
2020-01-19,10.7,2,1
2020-01-19,18.26,2,1
2020-01-19,7.76,1,1
2020-01-19,13.46,5,1
2020-01-19,13.14,2,1
2020-01-19,11.77,2,1
2020-01-19,5.07,7,1
2020-01-19,0.94,5,1
2020-01-19,17.29,5,1
2020-01-19,18.52,4,1
2020-01-19,7.73,5,1
2020-01-19,4.15,6,1
2020-01-19,3.08,7,1
2020-01-19,15.6,6,1
2020-01-19,15.3,6,1
2020-01-19,18.84,1,1
2020-01-19,2.33,3,1
2020-01-19,8.52,7,1
2020-01-19,13.61,6,1
2020-01-19,19.32,5,1
2020-01-19,15.89,1,1
2020-01-19,8.39,4,1
2020-01-19,17.55,7,1
2020-01-19,6.09,7,1
2020-01-19,9.54,2,1
2020-01-19,4.73,2,1
2020-01-19,10.84,5,1
2020-01-19,9.15,2,1
2020-01-19,2.48,6,1
2020-01-19,3.4,5,1
2020-01-19,0.13,3,1
2020-01-19,6.38,3,1
2020-01-19,19.88,5,1
2020-01-20,1.53,1,1
2020-01-20,2.0,4,1
2020-01-20,19.9,2,1
2020-01-20,14.12,6,1
2020-01-20,17.72,6,1
2020-01-20,15.17,7,1
2020-01-20,0.88,6,1
2020-01-20,10.89,3,1
2020-01-20,4.0,4,1
2020-01-20,8.56,5,1
2020-01-20,4.55,6,1
2020-01-20,2.39,3,1
2020-01-20,12.18,1,1
2020-01-20,17.46,6,1
2020-01-20,11.06,1,1
2020-01-20,6.23,3,1
2020-01-20,11.48,4,1
2020-01-20,10.27,7,1
2020-01-20,7.89,6,1
2020-01-20,12.05,5,1
2020-01-20,0.61,6,1
2020-01-20,12.58,2,1
2020-01-20,18.42,4,1
2020-01-20,12.33,5,1
2020-01-20,13.46,5,1
2020-01-20,1.28,1,1
2020-01-20,5.14,3,1
2020-01-20,9.34,5,1
2020-01-20,11.97,3,1
2020-01-20,11.69,6,1
2020-01-20,15.34,4,1
2020-01-20,15.68,4,1
2020-01-20,6.39,3,1
2020-01-20,11.14,7,1
2020-01-20,6.36,5,1
2020-01-20,1.96,1,1
2020-01-21,9.74,7,1
2020-01-21,10.45,1,1
2020-01-21,3.57,1,1
2020-01-21,12.34,5,1
2020-01-21,5.64,3,1
2020-01-21,4.65,2,1
2020-01-21,9.34,5,1
2020-01-21,17.51,1,1
2020-01-21,5.89,7,1
2020-01-21,11.65,4,1
2020-01-21,11.41,1,1
2020-01-21,17.71,7,1
2020-01-21,9.01,2,1
2020-01-21,5.64,3,1
2020-01-21,9.89,7,1
2020-01-21,9.39,2,1
2020-01-21,15.88,4,1
2020-01-21,9.43,2,1
2020-01-21,16.33,5,1
2020-01-21,6.52,3,1
2020-01-21,8.8,7,1
2020-01-21,10.1,4,1
2020-01-21,2.72,7,1
2020-01-21,0.4,6,1
2020-01-21,9.27,2,1
2020-01-21,14.04,4,1
2020-01-21,17.26,2,1
2020-01-21,19.25,3,1
2020-01-21,14.18,2,1
2020-01-21,2.54,5,1
2020-01-21,17.13,4,1
2020-01-22,6.96,4,1
2020-01-22,12.74,5,1
2020-01-22,3.56,6,1
2020-01-22,19.83,5,1
2020-01-22,8.38,1,1
2020-01-22,16.49,3,1
2020-01-22,0.29,1,1
2020-01-22,3.34,2,1
2020-01-22,4.69,5,1
2020-01-22,13.53,7,1
2020-01-22,9.8,7,1
2020-01-22,4.99,1,1
2020-01-22,13.25,7,1
2020-01-22,0.25,1,1
2020-01-22,17.42,3,1
2020-01-22,6.87,1,1
2020-01-22,8.18,2,1
2020-01-22,15.81,5,1
2020-01-22,0.4,6,1
2020-01-22,14.27,3,1
2020-01-22,13.2,5,1
2020-01-22,8.29,3,1
2020-01-22,9.9,5,1
2020-01-22,2.92,6,1
2020-01-22,0.29,2,1
2020-01-22,18.36,5,1
2020-01-22,14.52,4,1
2020-01-22,14.23,3,1
2020-01-22,0.05,7,1
2020-01-22,15.5,7,1
2020-01-22,10.65,3,1
2020-01-22,5.87,3,1
2020-01-22,6.57,6,1
2020-01-22,0.41,2,1
2020-01-23,12.36,6,1
2020-01-23,15.39,7,1
2020-01-23,18.45,4,1
2020-01-23,16.79,2,1
2020-01-23,19.62,3,1
2020-01-23,11.05,3,1
2020-01-23,1.14,7,1
2020-01-23,11.23,1,1
2020-01-23,16.03,3,1
2020-01-23,19.07,2,1
2020-01-23,15.07,1,1
2020-01-23,7.42,6,1
2020-01-23,1.29,4,1
2020-01-23,19.44,5,1
2020-01-23,12.29,3,1
2020-01-23,12.65,5,1
2020-01-23,16.56,5,1
2020-01-23,10.01,6,1
2020-01-23,13.82,3,1
2020-01-23,8.07,5,1
2020-01-23,14.38,3,1
2020-01-23,7.61,1,1
2020-01-23,5.81,5,1
2020-01-23,7.05,4,1
2020-01-23,13.25,2,1
2020-01-23,3.73,7,1
2020-01-23,19.24,2,1
2020-01-23,16.59,7,1
2020-01-23,19.18,4,1
2020-01-23,14.92,2,1
2020-01-23,0.83,1,1
2020-01-23,7.39,6,1
2020-01-23,9.87,3,1
2020-01-23,12.96,2,1
2020-01-23,6.55,5,1
2020-01-23,16.11,3,1
2020-01-23,8.73,5,1
2020-01-23,8.8,2,1
2020-01-23,0.76,6,1
2020-01-23,11.54,3,1
2020-01-23,1.35,2,1
2020-01-23,7.03,2,1
2020-01-23,6.46,3,1
2020-01-24,0.63,5,1
2020-01-24,18.15,2,1
2020-01-24,19.15,2,1
2020-01-24,0.43,1,1
2020-01-24,14.94,1,1
2020-01-24,7.87,1,1
2020-01-24,12.37,4,1
2020-01-24,4.75,3,1
2020-01-24,13.82,2,1
2020-01-24,3.77,1,1
2020-01-24,2.6,2,1
2020-01-24,15.34,1,1
2020-01-24,3.22,4,1
2020-01-24,11.16,4,1
2020-01-24,13.36,4,1
2020-01-24,6.28,3,1
2020-01-24,9.19,4,1
2020-01-24,3.17,5,1
2020-01-24,5.96,6,1
2020-01-24,17.71,1,1
2020-01-24,16.16,7,1
2020-01-24,1.07,2,1
2020-01-24,5.56,3,1
2020-01-24,6.65,6,1
2020-01-24,18.16,7,1
2020-01-24,0.85,6,1
2020-01-24,17.7,5,1
2020-01-24,13.26,2,1
2020-01-24,0.08,2,1
2020-01-24,17.78,1,1
2020-01-24,7.25,2,1
2020-01-24,9.89,3,1
2020-01-24,11.61,5,1
2020-01-24,11.75,5,1
2020-01-24,7.15,1,1
2020-01-24,12.38,3,1
2020-01-24,3.19,2,1
2020-01-24,13.2,1,1
2020-01-24,4.46,5,1
2020-01-24,11.93,3,1
2020-01-24,5.28,2,1
2020-01-24,5.61,5,1
2020-01-24,0.25,7,1
2020-01-24,3.13,5,1
2020-01-25,7.61,2,1
2020-01-25,4.0,6,1
2020-01-25,18.11,7,1
2020-01-25,18.11,5,1
2020-01-25,16.26,6,1
2020-01-25,0.15,3,1
2020-01-25,13.34,5,1
2020-01-25,16.33,7,1
2020-01-25,13.42,5,1
2020-01-25,8.03,3,1
2020-01-25,8.93,7,1
2020-01-25,8.08,5,1
2020-01-25,3.41,2,1
2020-01-25,3.66,3,1
2020-01-25,9.02,2,1
2020-01-25,10.95,4,1
2020-01-25,8.97,1,1
2020-01-25,16.39,2,1
2020-01-25,9.73,6,1
2020-01-25,7.42,4,1
2020-01-25,2.41,3,1
